"status","period_folder","area_folder","center_folder","relative_path","on_desktop","on_github"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","05_Asia sud-orientale continentale e marittima","05_Batujaya","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/05_Asia sud-orientale continentale e marittima/Centri abitati/05_Batujaya","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","06_Mediterraneo europeo ed Europa centro-occidentale","01_Atene","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/01_Atene","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","06_Mediterraneo europeo ed Europa centro-occidentale","02_Roma","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/02_Roma","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","06_Mediterraneo europeo ed Europa centro-occidentale","03_Alessandria_Mediterranea","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/03_Alessandria_Mediterranea","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","06_Mediterraneo europeo ed Europa centro-occidentale","04_Massalia","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/04_Massalia","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","06_Mediterraneo europeo ed Europa centro-occidentale","05_Costantinopoli","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/05_Costantinopoli","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","07_Africa subsahariana","01_Meroe","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/07_Africa subsahariana/Centri abitati/01_Meroe","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","07_Africa subsahariana","02_Aksum","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/07_Africa subsahariana/Centri abitati/02_Aksum","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","07_Africa subsahariana","03_Jenne_Jeno","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/07_Africa subsahariana/Centri abitati/03_Jenne_Jeno","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","07_Africa subsahariana","03_Jenne-jeno e prime città regionali","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/07_Africa subsahariana/Centri abitati/03_Jenne-jeno e prime città regionali","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","07_Africa subsahariana","04_Nok_Taruga","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/07_Africa subsahariana/Centri abitati/04_Nok_Taruga","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","07_Africa subsahariana","05_Daima","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/07_Africa subsahariana/Centri abitati/05_Daima","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","08_Mesoamerica","01_Teotihuacan","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/08_Mesoamerica/Centri abitati/01_Teotihuacan","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","08_Mesoamerica","02_Monte Albán","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/08_Mesoamerica/Centri abitati/02_Monte Albán","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","08_Mesoamerica","02_Monte_Alban","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/08_Mesoamerica/Centri abitati/02_Monte_Alban","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","08_Mesoamerica","03_Tikal","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/08_Mesoamerica/Centri abitati/03_Tikal","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","08_Mesoamerica","03_Tikal e città maya classiche","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/08_Mesoamerica/Centri abitati/03_Tikal e città maya classiche","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","08_Mesoamerica","04_Calakmul","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/08_Mesoamerica/Centri abitati/04_Calakmul","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","08_Mesoamerica","05_Copan","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/08_Mesoamerica/Centri abitati/05_Copan","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","01_Cahuachi_Nasca","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/01_Cahuachi_Nasca","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","01_Nazca","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/01_Nazca","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","02_Huacas_de_Moche","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/02_Huacas_de_Moche","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","02_Moche","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/02_Moche","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","03_Tiwanaku","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/03_Tiwanaku","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","03_Tiwanaku e primi sistemi Wari","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/03_Tiwanaku e primi sistemi Wari","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","04_Wari_Iniziale","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/04_Wari_Iniziale","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","09_Ande centrali","05_Pachacamac","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/09_Ande centrali/Centri abitati/05_Pachacamac","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","10_America settentrionale precoloniale e coloniale","01_Grave_Creek_Mound","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/10_America settentrionale precoloniale e coloniale/Centri abitati/01_Grave_Creek_Mound","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","10_America settentrionale precoloniale e coloniale","02_Mound_City_Group","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/10_America settentrionale precoloniale e coloniale/Centri abitati/02_Mound_City_Group","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","10_America settentrionale precoloniale e coloniale","03_Hopewell_Mound_Group","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/10_America settentrionale precoloniale e coloniale/Centri abitati/03_Hopewell_Mound_Group","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","10_America settentrionale precoloniale e coloniale","04_Newark_Earthworks","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/10_America settentrionale precoloniale e coloniale/Centri abitati/04_Newark_Earthworks","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","10_America settentrionale precoloniale e coloniale","05_Fort_Ancient_Earthworks","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/10_America settentrionale precoloniale e coloniale/Centri abitati/05_Fort_Ancient_Earthworks","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","01_insediamenti in Polinesia occidentale","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/01_insediamenti in Polinesia occidentale","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","01_Nukuleka","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/01_Nukuleka","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","02_Micronesia","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/02_Micronesia","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","02_Mulifanua","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/02_Mulifanua","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","03_Melanesia","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/03_Melanesia","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","03_Sigatoka_Sand_Dunes","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/03_Sigatoka_Sand_Dunes","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","04_Teouma","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/04_Teouma","True","True"
"presente_in_entrambi","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…","11_Oceania e Pacifico","05_Mochong_Pre_Latte","03_P3 · 1000 a.C.–500 d.C. — Imperi classici…/11_Oceania e Pacifico/Centri abitati/05_Mochong_Pre_Latte","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","01_Asia sud-occidentale e altopiano iranico","01_Damasco","04_P4 · 500–1000 — Sistemi post-classici e r…/01_Asia sud-occidentale e altopiano iranico/Centri abitati/01_Damasco","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","01_Asia sud-occidentale e altopiano iranico","02_Baghdad","04_P4 · 500–1000 — Sistemi post-classici e r…/01_Asia sud-occidentale e altopiano iranico/Centri abitati/02_Baghdad","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","01_Asia sud-occidentale e altopiano iranico","03_Gerusalemme","04_P4 · 500–1000 — Sistemi post-classici e r…/01_Asia sud-occidentale e altopiano iranico/Centri abitati/03_Gerusalemme","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","01_Asia sud-occidentale e altopiano iranico","04_Ctesifonte","04_P4 · 500–1000 — Sistemi post-classici e r…/01_Asia sud-occidentale e altopiano iranico/Centri abitati/04_Ctesifonte","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","01_Asia sud-occidentale e altopiano iranico","05_Nishapur","04_P4 · 500–1000 — Sistemi post-classici e r…/01_Asia sud-occidentale e altopiano iranico/Centri abitati/05_Nishapur","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","02_Valle del Nilo e Africa nord-orientale","01_Alessandria","04_P4 · 500–1000 — Sistemi post-classici e r…/02_Valle del Nilo e Africa nord-orientale/Centri abitati/01_Alessandria","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","02_Valle del Nilo e Africa nord-orientale","02_Fustat","04_P4 · 500–1000 — Sistemi post-classici e r…/02_Valle del Nilo e Africa nord-orientale/Centri abitati/02_Fustat","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","02_Valle del Nilo e Africa nord-orientale","03_Aksum","04_P4 · 500–1000 — Sistemi post-classici e r…/02_Valle del Nilo e Africa nord-orientale/Centri abitati/03_Aksum","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","02_Valle del Nilo e Africa nord-orientale","03_Aksum e capitali nubiane","04_P4 · 500–1000 — Sistemi post-classici e r…/02_Valle del Nilo e Africa nord-orientale/Centri abitati/03_Aksum e capitali nubiane","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","02_Valle del Nilo e Africa nord-orientale","04_Antica_Dongola","04_P4 · 500–1000 — Sistemi post-classici e r…/02_Valle del Nilo e Africa nord-orientale/Centri abitati/04_Antica_Dongola","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","02_Valle del Nilo e Africa nord-orientale","05_Soba","04_P4 · 500–1000 — Sistemi post-classici e r…/02_Valle del Nilo e Africa nord-orientale/Centri abitati/05_Soba","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","03_Asia meridionale","01_Kannauj","04_P4 · 500–1000 — Sistemi post-classici e r…/03_Asia meridionale/Centri abitati/01_Kannauj","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","03_Asia meridionale","02_Kanchipuram","04_P4 · 500–1000 — Sistemi post-classici e r…/03_Asia meridionale/Centri abitati/02_Kanchipuram","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","03_Asia meridionale","03_Anuradhapura","04_P4 · 500–1000 — Sistemi post-classici e r…/03_Asia meridionale/Centri abitati/03_Anuradhapura","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","03_Asia meridionale","03_Anuradhapura e città portuali","04_P4 · 500–1000 — Sistemi post-classici e r…/03_Asia meridionale/Centri abitati/03_Anuradhapura e città portuali","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","03_Asia meridionale","04_Mamallapuram","04_P4 · 500–1000 — Sistemi post-classici e r…/03_Asia meridionale/Centri abitati/04_Mamallapuram","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","03_Asia meridionale","05_Mantai_Mahatittha","04_P4 · 500–1000 — Sistemi post-classici e r…/03_Asia meridionale/Centri abitati/05_Mantai_Mahatittha","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","04_Asia orientale","01_Changan_Tang","04_P4 · 500–1000 — Sistemi post-classici e r…/04_Asia orientale/Centri abitati/01_Changan_Tang","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","04_Asia orientale","02_Luoyang_Sui_Tang","04_P4 · 500–1000 — Sistemi post-classici e r…/04_Asia orientale/Centri abitati/02_Luoyang_Sui_Tang","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","04_Asia orientale","03_Kaifeng_Bianzhou","04_P4 · 500–1000 — Sistemi post-classici e r…/04_Asia orientale/Centri abitati/03_Kaifeng_Bianzhou","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","04_Asia orientale","04_Nara_Heijo_kyo","04_P4 · 500–1000 — Sistemi post-classici e r…/04_Asia orientale/Centri abitati/04_Nara_Heijo_kyo","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","04_Asia orientale","05_Heian_kyo","04_P4 · 500–1000 — Sistemi post-classici e r…/04_Asia orientale/Centri abitati/05_Heian_kyo","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","05_Asia sud-orientale continentale e marittima","01_Hariharalaya_Roluos","04_P4 · 500–1000 — Sistemi post-classici e r…/05_Asia sud-orientale continentale e marittima/Centri abitati/01_Hariharalaya_Roluos","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","05_Asia sud-orientale continentale e marittima","02_Palembang_Srivijaya","04_P4 · 500–1000 — Sistemi post-classici e r…/05_Asia sud-orientale continentale e marittima/Centri abitati/02_Palembang_Srivijaya","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","05_Asia sud-orientale continentale e marittima","03_Bagan_Pagan_iniziale","04_P4 · 500–1000 — Sistemi post-classici e r…/05_Asia sud-orientale continentale e marittima/Centri abitati/03_Bagan_Pagan_iniziale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","05_Asia sud-orientale continentale e marittima","04_My_Son_Tra_Kieu","04_P4 · 500–1000 — Sistemi post-classici e r…/05_Asia sud-orientale continentale e marittima/Centri abitati/04_My_Son_Tra_Kieu","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","05_Asia sud-orientale continentale e marittima","05_Indrapura_Dong_Duong","04_P4 · 500–1000 — Sistemi post-classici e r…/05_Asia sud-orientale continentale e marittima/Centri abitati/05_Indrapura_Dong_Duong","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","06_Mediterraneo europeo ed Europa centro-occidentale","01_Costantinopoli_Bizantina","04_P4 · 500–1000 — Sistemi post-classici e r…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/01_Costantinopoli_Bizantina","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","06_Mediterraneo europeo ed Europa centro-occidentale","02_Roma_Altomedievale","04_P4 · 500–1000 — Sistemi post-classici e r…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/02_Roma_Altomedievale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","06_Mediterraneo europeo ed Europa centro-occidentale","03_Ravenna_Bizantina","04_P4 · 500–1000 — Sistemi post-classici e r…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/03_Ravenna_Bizantina","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","06_Mediterraneo europeo ed Europa centro-occidentale","04_Cordoba_Omayyade","04_P4 · 500–1000 — Sistemi post-classici e r…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/04_Cordoba_Omayyade","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","06_Mediterraneo europeo ed Europa centro-occidentale","05_Aquisgrana_Carolingia","04_P4 · 500–1000 — Sistemi post-classici e r…/06_Mediterraneo europeo ed Europa centro-occidentale/Centri abitati/05_Aquisgrana_Carolingia","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","01_Gao","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/01_Gao","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","01_Jenne_Jeno","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/01_Jenne_Jeno","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","02_Gao_Saney_Gao_Antico","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/02_Gao_Saney_Gao_Antico","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","02_Jenne-jeno","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/02_Jenne-jeno","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","03_Aksum e insediamenti swahili iniziali","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/03_Aksum e insediamenti swahili iniziali","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","03_Aksum_Tardoantica","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/03_Aksum_Tardoantica","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","04_Unguja_Ukuu","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/04_Unguja_Ukuu","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","07_Africa subsahariana","05_Shanga_Pate","04_P4 · 500–1000 — Sistemi post-classici e r…/07_Africa subsahariana/Centri abitati/05_Shanga_Pate","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","08_Mesoamerica","01_città maya classiche tarde","04_P4 · 500–1000 — Sistemi post-classici e r…/08_Mesoamerica/Centri abitati/01_città maya classiche tarde","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","08_Mesoamerica","01_Tikal_Tardo_Classica","04_P4 · 500–1000 — Sistemi post-classici e r…/08_Mesoamerica/Centri abitati/01_Tikal_Tardo_Classica","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","08_Mesoamerica","02_Tula e centri postclassici","04_P4 · 500–1000 — Sistemi post-classici e r…/08_Mesoamerica/Centri abitati/02_Tula e centri postclassici","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","08_Mesoamerica","02_Uxmal_Puuc","04_P4 · 500–1000 — Sistemi post-classici e r…/08_Mesoamerica/Centri abitati/02_Uxmal_Puuc","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","08_Mesoamerica","03_Chichen_Itza_Terminale","04_P4 · 500–1000 — Sistemi post-classici e r…/08_Mesoamerica/Centri abitati/03_Chichen_Itza_Terminale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","08_Mesoamerica","04_El_Tajin","04_P4 · 500–1000 — Sistemi post-classici e r…/08_Mesoamerica/Centri abitati/04_El_Tajin","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","08_Mesoamerica","05_Tula_Chico_Grande","04_P4 · 500–1000 — Sistemi post-classici e r…/08_Mesoamerica/Centri abitati/05_Tula_Chico_Grande","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","01_Wari","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/01_Wari","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","01_Wari_Capitale","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/01_Wari_Capitale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","02_Tiwanaku","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/02_Tiwanaku","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","02_Tiwanaku_Centro_Spirituale","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/02_Tiwanaku_Centro_Spirituale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","03_Chan Chan iniziale e centri regionali","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/03_Chan Chan iniziale e centri regionali","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","03_Pachacamac_Wari","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/03_Pachacamac_Wari","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","04_Cerro_Baul_Enclave_Wari","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/04_Cerro_Baul_Enclave_Wari","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","09_Ande centrali","05_Chan_Chan_Iniziale","04_P4 · 500–1000 — Sistemi post-classici e r…/09_Ande centrali/Centri abitati/05_Chan_Chan_Iniziale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","10_America settentrionale precoloniale e coloniale","01_Chaco_Canyon_Pueblo_Bonito","04_P4 · 500–1000 — Sistemi post-classici e r…/10_America settentrionale precoloniale e coloniale/Centri abitati/01_Chaco_Canyon_Pueblo_Bonito","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","10_America settentrionale precoloniale e coloniale","02_Mesa_Verde_Pueblo_I_II","04_P4 · 500–1000 — Sistemi post-classici e r…/10_America settentrionale precoloniale e coloniale/Centri abitati/02_Mesa_Verde_Pueblo_I_II","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","10_America settentrionale precoloniale e coloniale","03_Snaketown_Hohokam","04_P4 · 500–1000 — Sistemi post-classici e r…/10_America settentrionale precoloniale e coloniale/Centri abitati/03_Snaketown_Hohokam","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","10_America settentrionale precoloniale e coloniale","04_Ocmulgee_Macon_Plateau","04_P4 · 500–1000 — Sistemi post-classici e r…/10_America settentrionale precoloniale e coloniale/Centri abitati/04_Ocmulgee_Macon_Plateau","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","10_America settentrionale precoloniale e coloniale","05_Spiro_Mounds_Iniziale","04_P4 · 500–1000 — Sistemi post-classici e r…/10_America settentrionale precoloniale e coloniale/Centri abitati/05_Spiro_Mounds_Iniziale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","11_Oceania e Pacifico","01_espansione verso Polinesia orientale","04_P4 · 500–1000 — Sistemi post-classici e r…/11_Oceania e Pacifico/Centri abitati/01_espansione verso Polinesia orientale","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","11_Oceania e Pacifico","01_Maloata_Tutuila","04_P4 · 500–1000 — Sistemi post-classici e r…/11_Oceania e Pacifico/Centri abitati/01_Maloata_Tutuila","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","11_Oceania e Pacifico","02_primi insediamenti in Hawaii e altre isole","04_P4 · 500–1000 — Sistemi post-classici e r…/11_Oceania e Pacifico/Centri abitati/02_primi insediamenti in Hawaii e altre isole","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","11_Oceania e Pacifico","02_Tataga_Matau_Leone","04_P4 · 500–1000 — Sistemi post-classici e r…/11_Oceania e Pacifico/Centri abitati/02_Tataga_Matau_Leone","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","11_Oceania e Pacifico","03_Rock_Islands_Palau","04_P4 · 500–1000 — Sistemi post-classici e r…/11_Oceania e Pacifico/Centri abitati/03_Rock_Islands_Palau","True","True"
"presente_in_entrambi","04_P4 · 500–1000 — Sistemi post-classici e r…","11_Oceania e Pacifico","04_Pagat_Guam_Transizione_Latte","04_P4 · 500–1000 — Sistemi post-classici e r…/11_Oceania e Pacifico/Centri abitati/04_Pagat_Guam_Transizione_Latte","True","True"
